test,algorithm,uids,objective_value,largely_recommended,reliability,importance,engaging,pedagogy,layman_friendly,entertaining_relaxing,better_habits,diversity_inclusion,backfire_risk
2,random_greedy_100,"['yt:4zraD3SeRHg', 'yt:ZE9DsvX-kRY', 'yt:I_l4ybGg0Yo', 'yt:5lUL5XwmMZk', 'yt:-jFVjCK_I64', 'yt:AqlkPJH_on4', 'yt:-t2BWAc050k', 'yt:cv5sm_el14g', 'yt:fW9ik4Ed6uE', 'yt:uLvF94VxzC8']",130.4524424605894,0.017644425100115085,0.0014630570509076594,-0.001666165754244004,-0.033888707809397116,0.004236160523878985,,,,,-0.04558341675791931
2,random_threshold_20,"['yt:QYixeo0Nb6U', 'yt:ienoSbONyhw', 'yt:MPGZs0s-ZJw', 'yt:CrsS-p1lxGw', 'yt:RilwnjDwTOc', 'yt:I9hJ_Rux9y0', 'yt:bNfZ0yhVccw', 'yt:P_mOtUGcq20', 'yt:ZEy-DqEaJJU', 'yt:FW0S2uLpmgQ']",152.37748476677353,0.640964243492286,0.6505344003430864,0.6299509284269472,0.7007059474594086,0.44314487108454637,0.7677593433042614,0.37992221077378524,0.8034145353883458,0.47340699037585054,0.5024308266228362
3,random_greedy_0.01,"['yt:rrreYWD5_z8', 'yt:0zIBJyl7vas', 'yt:3cLuqe8Ic7w', 'yt:AfWtedscxWk', 'yt:RcTgh8_R920', 'yt:pW2VoSb3ptE', 'yt:PqbYXvkmc98', 'yt:gsuLpUTs50c', 'yt:NKFf0gmY9a8', 'yt:P6bVl47kdNk']",247.3751645160841,0.4726612330024053,0.3537460382228881,0.5496133254045243,0.5308720819174974,0.38692973316548857,0.32489933586531394,0.5361678786332927,0.39700876659712125,0.596439195499485,0.1351735467288507
3,random_greedy_0.1,"['yt:nb71BL2y1FY', 'yt:87sEeVj057Q', 'yt:WfaLSdUcWyI', 'yt:AAOVdK-hyAU', 'yt:u-sNSjS8cq0', 'yt:qp5HPksrhNE', 'yt:se7tPtdC5bA', 'yt:2r_iBGdjpjU', 'yt:EcT8IG59kSA', 'yt:rJnWg9fLxlk']",219.8125148978221,0.30272882416382,0.47175964121868513,0.4383683870091862,0.37134439134783737,0.5568497167064814,0.08786716470552688,0.6753455677302811,0.057928079271735454,0.19904250316679004,0.6343555444209538
3,random_greedy_1,"['yt:HZGCoVF3YvM', 'yt:Cchw9P5hEl4', 'yt:mj9Fma0dRoE', 'yt:ienoSbONyhw', 'yt:pdMOxVRtCkc', 'yt:v6Yz601yzQE', 'yt:0vi_rBXX6nQ', 'yt:qFXWjv65JWg', 'yt:euNr9PozCmg', 'yt:qd6cSacs0js']",327.04958828049314,0.5227010669880432,0.8753827214417838,0.5511216966969142,0.4591186909771689,0.7881459870750874,0.17419364628337985,0.3812212281258106,0.39767813683158787,0.10483013348252544,0.999199383820084
3,random_greedy_10,"['yt:EIMLV76OvPo', 'yt:I_l4ybGg0Yo', 'yt:ZE9DsvX-kRY', 'yt:5lUL5XwmMZk', 'yt:M-AfESxh8aQ', 'yt:cN_QaUxRsaw', 'yt:EnPvQVsSbeU', 'yt:FzhsLO58NRc', 'yt:nEx2lQyfSlc', 'yt:uhvOdL6KaD0']",146.52447141149236,0.10220572489117842,0.689884106407232,0.16580805296424905,0.23863096112636287,0.6753906917228027,0.31763012997010953,0.31763218804061855,0.5100699862208827,0.5707111084170379,0.7254502608378687
3,random_greedy_100,"['yt:ZE9DsvX-kRY', 'yt:I_l4ybGg0Yo', 'yt:-t2BWAc050k', 'yt:6RWAAeWO-Y4', 'yt:cv5sm_el14g', 'yt:-jFVjCK_I64', 'yt:4zraD3SeRHg', 'yt:Yk_hqvw-3aI', 'yt:M-AfESxh8aQ', 'yt:RzuyL3LEROQ']",131.71471456000802,0.0228349982192404,-0.08142924424249492,0.13741044221196494,0.12390498672159989,0.08858544068234919,-0.08002290570153059,-0.16910870937850475,0.1136322907356484,,0.16034373742222932
3,random_threshold_20,"['yt:ZOGItINKuMA', 'yt:VD8wbGkUK9w', 'yt:dEuWVgh-d6Q', 'yt:aYP7WXhQQFY', 'yt:-Od0UgFojYY', 'yt:iJR1YIBttew', 'yt:WPPPFqsECz0', 'yt:eNvboEAaMyE', 'yt:fcOfrWZoihU', 'yt:vSNtifE0Z2Q']",147.47634127053084,0.8643602504459927,0.39245896035460487,0.8269558966656594,0.5998043666880764,0.8958477378802461,0.8309265456052275,0.44492849918755084,0.9486921259247459,0.31218899087110774,0.8551678820836595
4,random_greedy_0.01,"['yt:t0yPqAkoaGY', 'yt:cTYvCpLRwao', 'yt:NMo3nZHVrZ4', 'yt:xx55qcGdXOo', 'yt:gPfZ5pUjaQU', 'yt:uwSWD6KTOps', 'yt:xeMbGBw7j8g', 'yt:4oftslwTQnc', 'yt:qSv-SluhBuY', 'yt:dMEWI8z5YTk']",375.79941745655174,0.7277505644637712,0.31931751028321237,0.45996757241714664,0.5844018712483321,0.5436937374475949,0.3644426989334387,0.19850009851386702,0.27926203364500735,0.549276168203814,0.34906446296668264
4,random_greedy_0.1,"['yt:NMo3nZHVrZ4', 'yt:y9PXSECp5gk', 'yt:etVDtMUs77U', 'yt:8h2KkQZo6Vo', 'yt:R3bZtfk-fwE', 'yt:1c1jZQ9Bkq0', 'yt:OdcYwgMFUhE', 'yt:CzbBi0agLNg', 'yt:ntnthhm3Z_8', 'yt:prQeSal1Nng']",273.29640639775005,0.42821362551207554,0.31931751028321237,0.46627098919531557,0.43709377616146816,0.5436937374475949,0.27389970344581893,0.2526768140786291,0.3108286211647924,0.549276168203814,0.05044116567386194
4,random_greedy_1,"['yt:2_PAqfaD57g', 'yt:XUZ42wBgQPo', 'yt:HpUVJcKBMb0', 'yt:jk3rIsz60zM', 'yt:rZQf-9rV9XM', 'yt:R3m6D0gvS_o', 'yt:gx4Ji-rEn2k', 'yt:7wvLB6FIkSo', 'yt:8ralrIzvrCo', 'yt:5HWRJ5shC2k']",288.2963155630682,0.37450828951416626,0.3199505863135909,0.4748932056317914,0.27459745066164026,0.17077790439255364,0.29796888140121436,-0.001155998982308526,0.45375868536015473,0.24625530833837933,0.29942048419414563
4,random_greedy_10,"['yt:Pr2iWzbyfMI', 'yt:VxGMqKCcN6A', 'yt:54jbXAVy_Rw', 'yt:I8Blw6UA1E4', 'yt:EIMLV76OvPo', 'yt:6kzs6Pw4TvI', 'yt:j90GPtKf0sA', 'yt:NeFUdJfShzc', 'yt:L0ZX3moD_mQ', 'yt:fW9ik4Ed6uE']",202.08013670059103,0.3562809179543034,0.3563120892499072,0.3466709941974085,0.243947158183352,-0.008049642680838213,-0.010758626888546651,0.26351927040616696,0.27058826872030123,0.14111537084533807,0.2725690117098794
4,random_greedy_100,"['yt:ZE9DsvX-kRY', 'yt:-t2BWAc050k', 'yt:6RWAAeWO-Y4', 'yt:I_l4ybGg0Yo', 'yt:4zraD3SeRHg', 'yt:5lUL5XwmMZk', 'yt:hUyHxa48Jpo', 'yt:cv5sm_el14g', 'yt:-jFVjCK_I64', 'yt:uLvF94VxzC8']",130.10217350548322,0.015555704191472982,0.0014630570509076594,-0.001666165754244004,-0.033888707809397116,0.004236160523878985,,,,,-0.04558341675791931
4,random_threshold_20,"['yt:9eBBIYWeUxs', 'yt:wIn_pVnhfCM', 'yt:Y4yeTTOTfO8', 'yt:vfTJ4vmIsO4', 'yt:xA27x7GRMZQ', 'yt:AGINmVnr734', 'yt:Cd24HyqWRv4', 'yt:7CIvfkOdmHo', 'yt:7i1Bq6pr120', 'yt:zbys2ZV4VTg']",118.12113383097049,0.7917731914538682,0.6112812914285364,0.6945552069199538,0.458995987143069,0.29641856003091555,0.2967305074051559,0.628788009020581,0.8436323779619378,0.1278742055899523,0.7140063913731423
5,random_greedy_0.01,"['yt:EhAemz1v7dQ', 'yt:mt4JXMcxlwI', 'yt:h8eXPlBv2QY', 'yt:8Ew1BTYCo4s', 'yt:uvnZOjPeV6M', 'yt:UCV6l3h18QA', 'yt:l0fIm8gMbTg', 'yt:9_SQ3DHEW7A', 'yt:GuTgfnkILGs', 'yt:EIMLV76OvPo']",282.71572189533833,0.8429679094922407,0.5012488023487942,0.9337678069367165,1.0,0.8381732329589694,0.4303395320025935,0.3352531575460813,0.3080485956920562,0.36994711159899574,0.10181113750614755
5,random_greedy_0.1,"['yt:Aj7PKDTrbjQ', 'yt:NxvQPzrg2Wg', 'yt:RPI8EzGuEdc', 'yt:ltDURpwvYtM', 'yt:JjXEXox3668', 'yt:Mpiw4dy_kus', 'yt:XvAbvbQ2LdY', 'yt:C_UTlTiVQ_0', 'yt:Nu9wqcNARYc', 'yt:XFlic13rPR4']",296.88151178120233,0.8455171824923529,0.6932186044749732,0.6069470263584753,0.802044501464544,0.6069770579135495,0.48244593482274617,0.16600321707761256,0.5015680595587361,0.19524529242875815,0.4434809443089828
5,random_greedy_1,"['yt:pc4eE8cQ4fw', 'yt:Va0RCgbywGc', 'yt:1jFeYXgarsM', 'yt:fmsoym8I-3o', 'yt:K1-ZiYt16bU', 'yt:eNgtlTWcmDw', 'yt:QprkRP-Dylo', 'yt:JwxIxNPWTdE', 'yt:E5LvA8FHBxs', 'yt:M-AfESxh8aQ']",296.57464263691475,0.7868295813445927,0.3625513995896554,0.5683237061528686,0.7180194920685997,0.35269636992875203,0.3076838063815471,0.220639322453692,0.6042441312360632,0.257540948227457,0.13690407715937095
5,random_greedy_10,"['yt:cv5sm_el14g', 'yt:I_l4ybGg0Yo', 'yt:B8Q35a1PK0c', 'yt:CTEF7jGsOvg', 'yt:Cbp3UgWz2B4', 'yt:rIPqdowN5DE', 'yt:PxlMRydy_RE', 'yt:-spBg20oXWU', 'yt:spnYsNzxdOY', 'yt:OaEaXnp7aFg']",173.2601507299684,0.1783792167339007,0.26190503327178655,0.30062005802436,0.2672780375826538,0.41323571972987455,0.2789890050137112,0.3992774158412953,0.3905582871529706,0.4226009818520316,0.35624183349449834
5,random_greedy_100,"['yt:I_l4ybGg0Yo', 'yt:ZE9DsvX-kRY', 'yt:4zraD3SeRHg', 'yt:cv5sm_el14g', 'yt:AqlkPJH_on4', 'yt:-t2BWAc050k', 'yt:5lUL5XwmMZk', 'yt:hUyHxa48Jpo', 'yt:6RWAAeWO-Y4', 'yt:RzuyL3LEROQ']",130.16240365162435,0.011620135393172278,-0.08142924424249492,0.13741044221196494,0.12390498672159989,0.08858544068234919,-0.08002290570153059,-0.16910870937850475,0.1136322907356484,,0.16034373742222932
5,random_threshold_20,"['yt:07Gm32CoQpI', 'yt:6R_zZ7mHSgs', 'yt:x9z65AZ9JuM', 'yt:url1TFdHlSI', 'yt:G5FmFuPPvdE', 'yt:8cvPYzmU574', 'yt:YOZbvw00qgI', 'yt:wXqIZxV6VHE', 'yt:BldugSTNxUU', 'yt:wOJVqVHK1IA']",168.6407665749248,0.7982293997001919,0.710735204097933,0.49302724700757117,0.6382282177096855,1.0,0.26061415613595257,0.06939462591694208,0.8187366586314262,1.0,0.7437279677549903
